location_resolution,state,relaxing_or_restricting,policy_category,policy_subcategory,policy_subtarget,policy_description,date_issued,date_start,date_end_anticipated,date_end,intended_duration
state,Ohio,Other,Contact tracing/Testing,Testing,Indoor recreation/sports facility ; Outdoor recreation or space; Non essential business (inclusive); Confirmed cases,"EXTENSION: A PCR COVID-19 test must be administered to each athlete and team staff member participating in inter-team contact sport competition no more than 72 hours prior to the start of the competition and the results must be in hand prior to the state of the competition. If competition lasts more than four days, administer a second COVID-19 test four days after the first test was administered. A negative test clears the athlete for competition; a positive test prohibits the athlete, teammates and all team staff from continued participation in the competition. Testing should occur every two days following the second test.",2020-08-01,2020-08-01,Unspecified,Unspecified,
state,Ohio,Other,Contact tracing/Testing,Contact tracing,General population (inclusive),"If a confirmed case of COVID-19 participated in competitive play, the team must notify all opponents played between the date of the positive test and two days prior to the onset of symptoms. If the teams, schools, or clubs reside in different counties, the health departments in each county must be notified to help facilitate effective contact tracing.",2020-08-19,2020-08-19,Unspecified,2020-08-28,
state,Ohio,Other,Contact tracing/Testing,Testing,Older adults/individuals with underlying medical conditions; Nursing homes/assisted living facility,"Residential care facilities licensed by the Ohio Department of Health shall cooperate with COVID-19 testing for residents and staff as required by the State. Testing shall include, but is not limited to, staff testing and strategic testing of residents.",2020-08-20,2020-08-24,Unspecified,Unspecified,
state,Ohio,Other,Contact tracing/Testing,Contact tracing,General population (inclusive),"If a confirmed case of COVID-19 participated in competitive play, the team must notify all opponents played between the date of the positive test and two days prior to the onset of symptoms. If the teams, schools, or clubs reside in different counties, the health departments in each county must be notified to help facilitate effective contact tracing.",2020-08-28,2020-08-28,Unspecified,Unspecified,
state,Ohio,Other,Contact tracing/Testing,Testing,Older adults/individuals with underlying medical conditions; Public services,"Once testing is readily available, senior center facilities shall test all suspected infections or exposures.",2020-08-31,2020-09-21,Unspecified,Unspecified,
state,Ohio,Other,Contact tracing/Testing,Contact tracing,Older adults/individuals with underlying medical conditions; Public services,Senior center facilities shall work with local health department to identify potentially infected or exposed individuals to help facilitate effective contact tracing/notifications.,2020-08-31,2020-09-21,Unspecified,Unspecified,
state,Oklahoma,Other,Contact tracing/Testing,Testing,Higher education,Governor Kevin Stitt authorized University of Oklahoma and Oklahoma State University labs to perform testing.,2020-03-21,2020-03-21,Unspecified,Unspecified,Until end of state of emergency
state,Oregon,Other,Contact tracing/Testing,Testing,Nursing homes/assisted living facility,"A statewide plan was established for testing all long-term care facilities (LTCs) by September 30, and testing all LTCs once per month thereafter.",2020-06-15,2020-06-15,Unspecified,Unspecified,
state,Pennsylvania,Other,Contact tracing/Testing,Testing,Nursing homes/assisted living facility,"All nursing home staff and residents must be tested for COVID-19 at least once by July 24, at which point nursing homes must continue to comply with testing-related guidance from the state.",2020-06-08,2020-06-09,Unspecified,Unspecified,
state,Pennsylvania,Other,Contact tracing/Testing,Contact tracing,Private sector,Businesses must collect information to assist contact tracers.,2020-11-23,2020-11-27,Unspecified,Unspecified,
state,South Dakota,Other,Contact tracing/Testing,Testing,Criminal justice system/prisons/jails/incarcerated persons,The Department of Corrections conducted a mass testing event at the South Dakota Women’s Prison covering 112 inmates,2020-09-25,2020-09-25,2020-09-25,2020-09-25,
state,Tennessee,Other,Contact tracing/Testing,Testing,Nursing homes/assisted living facility,Extension: Nursing homes may request operation and financial support in testing residents/staff from the Department of Health and the National Guard.,2020-06-29,2020-06-30,2020-08-29,2020-08-28,
state,Texas,Other,Contact tracing/Testing,Testing,General population (inclusive),Expands testing in communities more heavily impacted by coronavirus,2020-06-08,2020-06-08,Unspecified,Unspecified,
state,Utah,Other,Contact tracing/Testing,Testing,Pharmacy,"Pharmacists are authorized to conduct COVID-19 tests, subject to specific requirements.",2020-06-30,2020-06-30,2021-06-30,Unspecified,
state,Utah,Other,Contact tracing/Testing,Testing,Higher education,"Students at institutions of higher education who attend in-person classes or live on campus must receive COVID-19 tests at least once per week; this requirement goes into effect as soon as possible, and must be implemented by January 1, 2021 at the latest.",2020-11-09,2020-11-09,2020-11-23,2020-11-12,
state,Utah,Other,Contact tracing/Testing,Testing,Higher education,"Extension with modifications: Students who are at least 18 years old and who attend in-person classes or live on campus at institutions of higher education must receive COVID-19 tests at least once per week; this requirement goes into effect as soon as possible, and must be implemented by January 1, 2021 at the latest.",2020-11-12,2020-11-12,2020-11-23,2020-11-23,
state,Utah,Other,Contact tracing/Testing,Testing,Higher education,"Extension with modifications: Students who are at least 18 years old and who attend in-person classes or live on campus at institutions of higher education must receive COVID-19 tests at least once every fourteen days. This requirement only applies to public institutions and private institutions enrolling at least 10,000 students in Utah. This requirement goes into effect as soon as possible, and must be implemented by January 1, 2021 at the latest.",2020-11-20,2020-11-24,2020-12-08,2020-12-09,
state,Utah,Other,Contact tracing/Testing,Testing,Higher education,"Extension: Students who are at least 18 years old and who attend in-person classes or live on campus at institutions of higher education must receive COVID-19 tests at least once every fourteen days. This requirement only applies to public institutions and private institutions enrolling at least 10,000 students in Utah. This requirement goes into effect as soon as possible, and must be implemented by January 1, 2021 at the latest.",2020-12-08,2020-12-09,2020-12-17,2020-12-17,
